SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
0,0.021353518,0.612516175,19,0
0,0.444033966,0.366860773,18,0
0,0.301349325,845,2,0
0,0.002197706,0.078437404,6,1
0,0.951575711,0.873503384,9,0
0,0.9999999,1242,6,1
0,0.075129641,0.617751115,14,1
1,0.9999999,0.673163418,5,0
0,0.864257488,0.326148547,15,5
0,0.054486588,1837,5,0
0,0.043752272,0.218931584,5,0
0,0.003148802,1243,9,0
1,0.986295215,0.170919325,6,1
0,0.025079156,0.010381862,12,0
0,0,0.265091864,5,1
0,0.04559544,0.294095454,3,0
0,0.501810178,4903,24,0
0,0.085942705,0.510359027,13,2
0,0.677963523,0.938905859,14,1
0,0.272143352,222,3,0
0,0.831128732,0.46374635,16,0
0,0.9999999,0.101789821,6,0
0,0,0.033655448,10,0
0,0.353554882,0.284202933,4,0
0,0.409889289,0.782426778,8,1
1,0.258262875,0.718093969,5,1
0,0.201199201,0.003746878,1,0
0,0.006367642,6413,18,0
0,0.092003582,0.396001111,4,0
0,0.039799276,0.177809902,8,3
0,0.882164926,0.426229508,8,0
1,0.451376082,2.51196093,29,2
0,0.936191982,0.060705974,6,1
0,0.416194602,0.014993753,2,0
0,0.000866638,0,5,0
0,0.201010872,5285,12,0
0,0.146229201,1.471404775,18,0
0,0.767510197,0.410051107,10,3
0,0.124987583,0.115903155,13,2
0,0.018660989,0.194950912,5,0
0,0.108642811,0.283612429,7,2
0,0.041193578,0.009128386,4,0
0,0.028823545,0.458181241,8,1
0,0.957418172,0.805379045,14,1
0,0.347676394,0.897422409,8,1
0,0.9999999,0,4,0
0,0.012797706,0.226171962,6,0
0,0.444712481,0.333703621,13,0
0,0.276726657,0.263849384,8,5
0,0.855349926,0.146163216,4,0
0,0.926799199,2110,6,0
0,0.190258151,0.402248595,8,0
0,0.306986638,0.38263478,12,0
0,0.313519451,1759,14,0
0,0.533884028,0.50764847,10,2
0,0.008407096,0.335255671,7,0
0,0.005561378,0.269341332,13,0
0,0.723053227,4.340182648,11,4
0,0.353357583,0.691030897,10,6
0,0.224815543,483,12,0
0,0.401704653,0.892573901,9,0
0,0,0.748603352,2,0
0,0.48585301,0.315384615,9,0
0,0.032020796,126,11,0
0,0.086605363,73,3,0
0,0.650168985,0.783073131,22,1
0,0.033369849,0.413894505,9,2
0,0.213011391,0.250010706,14,1
0,0.9999999,0.181613649,5,2
0,0.042531087,0.003961804,6,2
0,0.337388426,0.333611065,6,0
0,0.331223896,0.133743274,4,0
0,0.009207934,2897,10,0
0,0.663486051,0.023032939,10,0
0,0,0.000240096,5,0
0,0.099153905,42,2,1
0,0.016019485,23,2,1
0,0,11.92105263,12,3
0,0.01099945,0.006928406,5,0
0,0.478925816,0.380642618,7,2
0,0.436672236,0.374108612,6,0
0,0.095965505,0.189097104,11,1
0,0.259772812,0.391440175,7,0
0,0.163462649,0.235238988,12,0
0,0.487814634,0.494951167,14,0
0,0.423639586,0.15797684,10,2
0,0.982225514,0.804941482,8,1
1,0.972037284,0.178454842,9,0
0,0.84293979,0.312537493,8,1
0,0.352010842,0.20723589,13,0
0,0.320599996,0.260669262,26,2
0,0.9999999,0,0,0
0,0.020658285,0.185027648,13,1
0,0.095994811,0.205958808,5,3
0,0.046057815,0.002749656,10,0
1,0.9999999,1.018654231,3,0
1,0.493802479,0.55064194,9,0
0,0.896034846,0.603015899,10,0
0,0.014899255,863,6,0
0,0.9999999,0,1,0
0,0.96289138,0.509008389,12,0
0,0.106091621,1.013997201,11,2
0,0.460788025,2977,6,1
0,0.003503268,0.552093899,17,2
0,0.083322224,0.249968754,5,2
0,0.309359655,0.27257345,8,2
0,0,0.491100593,12,2
0,0.737377104,0.879567915,9,3
0,0.028544314,0.365289722,15,0
1,2.760956175,0.470273484,3,0
0,0.035718571,0.399009618,10,1
0,0.450885201,0.65042216,7,2
0,0,0,3,NA
0,0,0.367098625,6,2
0,0,0.087346025,8,0
0,0.17741692,0.099590041,14,2
0,0.009831088,0.00359928,6,0
0,0.00624375,2357,7,0
0,0.191521991,0.261806189,16,2
0,0.579950004,2195,9,0
0,0,3101,11,1
0,0.976080019,0.484675805,22,1
0,0.029883804,0.246119734,12,1
0,0.025949954,2629,5,0
0,0,0,4,0
0,0.048013049,0.060882124,4,0
0,0.057661862,0.373539868,3,0
0,0.686017929,0.287622313,19,0
0,0.109183287,0.228628562,6,2
0,0.613277345,2965,7,0
0,0.026572577,0.440578903,31,0
0,0.750260362,0.212889356,6,0
1,0.958552117,584,4,0
0,0.378589923,0.171514282,9,0
0,0,0.419201786,8,0
0,0.000200799,0,7,0
0,0.373565661,0.171856978,8,0
0,0.207467322,0.643568841,9,0
0,0.012779983,1402,7,0
0,0.248978185,458,9,1
0,0.18083131,0.222768316,8,2
0,0.248501348,0.829827916,17,0
0,0.9999999,0.443389153,6,2
0,0.207941876,0.313303063,24,0
0,0.017927435,0.20097129,10,3
0,0.709651614,0.678601166,3,0
0,0.811471019,0.257806491,13,0
0,0,0.295863593,5,2
0,0.434400225,0.387204265,9,0
0,0.236951515,0.178065755,10,0
0,0,1057,7,0
0,0.021279149,1292,6,0
0,0.019462905,0.303270725,17,1
0,0.129652994,0.489956641,12,6
0,0.081188763,59,4,0
0,0,4320,14,2
0,0.0057842,0.489627593,7,3
0,0.125242868,0.698325419,9,0
0,0.012887966,0.141314491,14,0
0,0,0.643118149,4,0
0,0.012285363,0.501666162,13,0
0,0.054869339,1.608695652,4,0
0,0.160898806,2.512269939,11,0
0,0.246594198,0.245255651,8,1
0,0.018796023,0.108778244,4,0
0,0.106363121,0.287671233,5,5
0,0.030132005,0.575217886,7,0
0,0.039096506,28,4,0
0,0.191115056,0.919826448,30,2
0,0.9999999,5.791044776,4,4
0,0.224252667,0.46662153,11,1
0,0.010199592,0.500545256,4,0
0,0.9999999,0.456089277,5,0
0,0.9999999,0.147570486,2,0
0,0.9999999,0.014069264,1,1
0,0.429820482,0.139293461,7,2
0,0.986504614,0.645189958,11,1
0,0.986280549,0.744842233,8,0
0,0.02321838,0.400518403,4,0
0,0.038822972,0.671046993,12,0
0,0.122276134,0.203054878,8,1
0,0.429903654,0.411311054,9,0
0,0.141670459,0.418121994,16,1
1,0.9999999,3931,5,0
0,0,0,3,3
0,0.062886246,0.878877888,6,0
0,0.072856988,0.150583245,6,1
0,0.57489301,0.057683967,8,0
0,0.009757985,0.043604071,7,0
0,0.084351118,0.01343785,2,0
0,0.179413254,0.273821267,10,0
0,0.944482897,2582,9,2
0,0.02699775,1486,5,2
0,0.057418626,0.341776371,9,1
0,0.188116791,0.460296772,30,0
0,0.027882592,2196,11,2
0,0.010916837,0.055185284,8,0
0,0.105950448,135,2,0
0,0.000933292,0.759585388,9,3
0,0.158624144,0.300579961,10,0
0,0.819906832,10370,17,0
0,0.20542621,0.306886703,12,2
0,0.9999999,0.710764938,4,1
0,0.071202487,0.934950847,7,0
0,0.800148282,0.235855487,12,3
0,0.243426286,0.584371052,7,2
0,0.120733881,0.22622108,5,0
0,0.003555358,0.18566124,13,1
0,0.001394065,0.281088189,13,3
0,0.868221661,0.643547189,9,1
0,0.089290836,0.277920594,14,0
0,0.41835095,0.285777113,10,4
1,0.9999999,0.098901099,3,0
0,0.117651179,1.504998001,10,1
0,0.897153598,4.025527192,14,2
0,0.018418761,736,2,0
0,0.9999999,1905,2,0
0,0.466997893,0.362135177,9,0
0,0.009724695,111,3,0
0,0.9999999,0.094525478,1,0
0,0.012989074,0.530156614,12,5
0,0.463684544,0.129979368,3,0
0,0.632279534,0.034482759,4,2
0,0.922613341,3297,9,0
0,0.558410262,0.116188381,4,0
0,0.604052535,0.463719766,14,0
0,0,0.160493827,7,0
0,0.026308992,4299,6,0
0,0.028124498,0.281110661,12,0
0,0.073441724,0.006320977,3,2
0,0.020155104,101,17,0
0,0.512038648,0.321495069,9,2
0,0.9999999,0.691921005,7,3
0,0,0.408073991,13,0
0,0.16635649,0.044488878,7,1
0,0.333304126,0.5569381,18,1
0,0.9999999,0.16950693,1,0
0,1.026986507,2337,5,1
0,0.338668226,3410,16,0
1,1.094433952,0.315929793,7,2
0,0.579427572,0.370253165,17,0
0,0.026920986,0.217365623,18,3
0,0.049796097,94,4,0
1,0.9999999,0.363481644,5,1
0,0.050802925,0.005395463,6,0
0,0,0.685703551,9,1
0,1,0.566037736,4,0
0,0.160558857,0.300956799,6,0
0,0.761406354,0.411380811,14,0
0,0.164283572,0.00959808,2,0
0,0.015856388,0.009059669,9,0
0,0,1295,8,1
0,0.045585854,0.514534013,7,0
0,0.533255896,0.218573046,5,0
0,0.955579771,0.530306186,7,3
0,1.823920266,0.015783935,1,1
0,0.683035218,0.048154933,3,2
0,0.123238967,0.011065191,4,1
0,0.071597136,0.301671614,3,1
0,0.890013748,0.039669421,3,0
0,0.262403669,0.649484536,13,2
0,0,0.094795539,3,0
0,0.076867853,0.026394721,2,0
0,0.373872684,2055,4,0
0,0.006999364,0.505338078,8,3
0,0.9999999,0.178486435,2,0
0,0.005168167,0.084772873,6,0
0,0.724076487,0.422368233,14,2
0,0.288011315,0.297925519,8,2
0,0.266489007,12,2,0
0,0.014189181,0.147463134,14,0
0,0.004999,0.453174503,7,2
0,0.595095253,0.256379922,7,0
0,0.074101568,0.009958176,4,1
0,0.047712383,0.4520024,8,3
0,0.9999999,0.117666022,0,1
0,0.677474622,0.394578313,13,0
0,0.4138049,0.816818357,13,0
0,0.132205488,0.453878843,12,2
0,0.9999999,1,0,0
0,0.174915833,0.243837442,6,0
0,0.212049914,1831,10,NA
0,0.9999999,3831,4,0
0,0.02389662,0.395405447,13,3
0,0.056689342,0.098693759,6,2
0,0.797074218,0.420728964,10,0
0,0.671332867,0.434792268,4,0
0,0.044381201,288,5,0
0,0.203512976,0.561815106,15,0
0,0.506915514,0.147426393,5,0
0,0.034043108,0.075630252,9,0
0,0.9999999,0,1,0
0,0.805380755,0.459220111,7,2
0,0,0,1,1
0,0.007293689,0.136312089,6,0
0,0.983728498,0.114161519,3,1
0,0.018332111,2750,7,0
0,0.622437756,0.482405345,6,0
0,0.176079734,1,1,0
0,0.928188347,0.320188836,5,0
0,0.156305221,0.327031449,11,2
0,0.003554418,0.438219204,9,0
1,0.995002776,0.176955761,3,0
0,0.554406315,0.586602671,13,1
0,0.582757962,1.249135868,25,0
0,0.51958007,0.160787992,4,2
0,0.583270935,0.084059993,3,4
0,0,0.24150905,5,1
0,0.120129329,0.201859588,8,0
0,0,0.318420395,8,0
0,0.234565506,0.322765851,7,3
0,0.405557616,0.420642318,16,1
0,0.961313422,387,4,0
0,0.003204331,0.000499917,4,0
0,0,0,1,0
0,0.196230403,0.23525138,8,0
0,0,0,1,NA
0,0.046682013,0.246381372,7,0
0,0.005737638,0.249935584,10,0
0,0.032583137,0.068563593,8,0
0,0.015296651,2957,6,1
0,0.825366105,0.15953469,8,0
0,0.495677056,0.390402399,3,0
0,0.467479789,0.553868937,8,0
0,0.086477467,0.09239472,14,2
0,0.020412385,0.10875,4,1
0,0.325306795,0.772428515,20,0
0,0.9999999,0,1,0
0,0.547444592,0.766319773,10,4
0,0.433461198,0.26226574,6,4
0,0.507950931,0.190702324,6,0
0,0,0.353955756,9,3
0,0.007140319,0.248623465,4,0
0,0.087225384,180,6,0
0,0,3152,7,0
0,0.118098826,0.262639246,5,0
0,0.292743341,0.542091582,7,1
0,0.144627967,0.152182783,14,0
0,0.9999999,0.083688206,2,1
0,0.031825066,0.363629084,11,0
0,0.001444412,0.188960516,5,0
0,0.122225124,0.60255418,6,2
0,0.020131991,0.000879679,2,0
0,0.007809418,0.118503539,11,0
0,0.682152429,0.136047134,7,0
0,0.527631491,0.397263878,7,2
0,0.062490236,12,1,NA
0,0.392359132,0.344220771,13,0
0,0.331795463,0.36286645,3,0
0,0.108196169,0.252963862,10,0
0,0.605473204,0.550224888,7,2
0,0.004253668,0.002528445,12,0
0,0.319714166,0.352960894,6,2
0,0.2092932,0.691047531,22,0
0,0.128557943,0.425143453,13,0
0,0.04093976,0.196340183,7,0
0,0.722910836,0.596680664,5,2
0,0.108613876,935,7,0
0,0.720811685,0.414453013,6,3
1,0.071554892,0.234654633,11,0
0,0.450384987,0.473244147,5,3
0,0,0.986253437,10,0
0,0.092976268,81,7,0
0,0.061783143,0.325767129,11,0
1,0.9999999,0,0,5
0,0.023939941,0.061269518,5,0
0,0.107560312,0.41928911,5,1
0,0,286,10,0
0,0.276913903,2308,5,0
0,0.114680613,0.192124289,9,0
0,0.004544478,0.159553137,21,1
0,0.384934286,2118,14,0
0,0.9999999,0.162226878,2,0
0,0.487720982,0.174092589,9,1
0,0.028567196,0.518330309,12,2
0,0.138953538,0.036245469,4,1
0,0.547137342,0.659678643,6,3
0,0.001524297,1950,3,0
0,0,0.087630725,5,0
0,0.005385477,0.078792121,8,0
0,0.043287642,0.206326315,13,2
0,0.9999999,0.679738562,2,0
0,0,0.607412674,10,2
0,1.043091214,0.787513116,14,0
0,0,1862,4,0
0,0.134443278,1197,4,NA
0,0.150950766,0.652923155,10,2
0,0,0,6,0
0,0.117213048,0.36775483,8,0
0,0,0.219132029,2,1
0,0.302455804,0.343331548,5,1
0,0.05767024,1171,3,0
0,0.234746034,0.173385196,9,1
0,0.352478044,0.436352254,11,1
0,0.002405561,0.012420181,13,0
0,1.089995263,2591,4,4
0,0.275697774,0.196188691,5,0
0,0.9999999,0,3,NA
0,0.072855013,0.479794473,12,0
0,0.048850024,0.327686754,11,1
0,0.011449428,15,3,0
0,0.017829847,0.00489951,11,0
0,0.9999999,0.216597925,3,0
0,0.006137825,0.002596728,6,0
0,0.3696019,0.251818329,8,3
0,0.412198568,0.330820706,19,4
0,0.089225616,0.287084269,6,3
0,0.015527622,374,8,0
0,0.346765323,0.598583235,4,1
0,0.221929257,0.343218927,4,2
0,0.98110189,0.508836076,2,0
0,0.170351855,0.010395842,3,0
0,0.120429319,0.536238585,10,1
0,0.677522772,0.625078109,11,0
0,0.493506494,0.004665112,2,0
0,0.793543472,0.304821151,7,1
0,0.024259425,0.439398889,10,0
0,0.018978016,1129,9,0
0,0.269108796,0.264898116,5,2
0,0.010037832,0.004385965,10,0
0,0.003620612,891,6,0
0,0.066074225,2765,6,0
0,0.048358886,0.244503664,9,0
0,0.02395761,0.165963119,10,0
0,0.050117057,3268,14,1
0,0.012671313,1198,12,2
0,0.036269005,0.153303219,11,1
0,0.96013289,0.147926037,3,0
0,0.032232209,4686,10,2
1,0.9999999,113,0,0
0,0.9999999,0,0,0
0,0.077848054,0.216252033,9,4
0,0.97540246,0.049441246,1,0
0,0.02619869,0.298084291,3,2
0,0.138219489,0.360877092,20,0
0,0.868530692,0.286071566,5,0
0,0.385161484,0.100541591,10,0
0,0.028047149,0.274523641,11,0
0,0.022154084,0.371116986,12,0
0,0.00010526,3597,8,0
0,0.085232155,0.363870968,15,1
0,0.004054739,0.001587582,14,1
0,0.711147741,2328,5,0
0,0.499537644,0.410027127,7,2
1,1.062215309,2.030193961,14,1
0,0.984542138,0.444235925,5,2
0,0.938586327,1095,8,0
0,0.123545616,1.056420511,13,2
0,0.932135729,0.010362694,1,0
0,0.9999999,0.479180436,8,2
0,0.08012852,0.119214586,5,2
0,0.002108808,0.23572186,11,1
0,0.542161672,0.093229216,11,0
0,0.065634531,0.052905464,4,0
0,0.9999999,0,2,0
0,0.01139924,0.007132668,2,3
0,0.222462203,0.446482564,5,0
0,0.06266858,2303,6,0
0,0.00504304,800,5,NA
0,0.9999999,0.449833395,2,0
0,0.007936415,0.247378947,17,4
0,0.9999999,585,1,0
0,0.007892757,0.168593933,17,0
0,0.29385201,0.096446701,8,0
0,0.156047688,0.236595607,12,0
0,0.093331615,0.218658598,18,0
0,0.256885738,247,6,2
1,0.281131894,0.931785196,10,1
0,0.270617502,0.092744951,6,1
1,1.063782107,0.257588899,10,2
0,0.03232503,0.264162077,10,0
0,0.181742064,0.251558255,8,3
0,0.041942114,2411,9,NA
0,0.729140156,2.860050891,5,2
0,0.125781523,1992,12,0
0,0.788892373,0.372917218,12,1
0,0.054129806,0.190649912,9,2
0,0,0,9,0
0,0.122219445,0.009992862,3,0
0,0.9999999,6408,5,0
1,0.554379777,0.227874155,3,0
0,0.018581214,0.000461467,3,0
0,0,0.218632558,15,1
0,0.352920416,0.656079988,6,1
1,0.242524917,0.19089626,9,0
0,0.112585515,1215,3,1
0,0.027237104,6420,10,NA
0,0.139647929,0.381269788,11,3
0,0.905403469,0.324534037,14,0
0,0.189818004,15.47011952,12,2
0,0.447105788,0.007490637,2,0
0,0.056602196,4763,9,0
0,0.054300983,0.304201303,7,1
1,0.686354379,805,2,1
0,0.007047052,37,17,NA
0,0.008382622,0.000637186,4,0
0,0.9999999,0.148870182,3,0
0,0.005790399,0.275552228,8,2
0,0.188144121,0.228223496,22,1
0,0,4835,7,0
0,0.536747939,0.761082326,12,0
0,0.01449978,0.320854332,7,0
0,0.064187163,0.003481625,1,0
0,0.256774533,29,3,0
0,0.280965774,0.811062979,11,0
0,0.000717457,0.291404783,9,2
1,0,0.454052007,4,1
0,0.043978011,68,1,0
0,0.344935265,0.367065868,8,0
0,0.055588063,0.193567203,14,0
0,0.012496876,1,3,NA
0,0.02560834,0.187784039,8,0
0,0.00359928,0.356499356,4,2
0,0.335851572,0.35035956,4,1
0,0.92778985,0.558950746,6,1
0,0.355669745,0.149988001,4,0
0,0.9999999,559,8,0
0,0.151674924,0.284943011,4,3
0,0.902786641,0.399556049,7,0
0,0.340963393,1.566520924,10,3
0,0.006109712,1522,9,NA
0,0.025549434,0.15748842,7,0
0,1.079681275,0.370314843,5,0
0,0.139620561,0.438651591,10,1
0,0.363704086,0.020408163,4,2
0,0.295296876,0.507164279,10,0
0,0.050857227,0.226054358,7,0
0,0.446806594,0.12078853,5,1
0,0.077908693,0.438969765,10,1
0,1.026692332,0.637594216,12,2
0,0.303297053,0.611346317,25,0
0,0.290995031,0.521942353,6,5
0,0.229305801,0.301740096,11,0
0,0.642942823,0.151979736,9,0
0,0.956529549,0.222841226,8,3
0,0.371923281,0.365726855,7,0
0,0.930933445,0.155650087,14,0
0,0.053264064,2581,10,0
1,0.014867443,0.006124234,6,0
0,0.246641902,3175,9,0
0,0.261788337,15.83124674,11,0
0,0.155923941,0.540143492,14,0
0,0.018651161,595,4,0
0,0,0.142672274,4,0
0,0,0.283144764,10,0
0,0.16705553,1323,3,0
1,0.95068234,0.163586792,10,2
0,0.219130911,0.388051764,11,0
0,0.007836415,1052,15,0
0,0.481303739,0.108583247,9,1
0,0.860210257,0.891948414,14,1
0,0.179881279,0.434528274,10,0
0,0.444104655,0.310667301,5,2
0,0.9999999,0.049382716,4,0
0,0.048770035,0.050116407,2,0
1,0.9999999,0.132915138,2,2
0,0.00410796,0.000379219,5,2
0,0.629168797,0.583633309,7,0
0,0.058345889,0.016690302,6,0
0,0.99640072,0.228489386,5,3
0,0.637834322,1260,9,0
1,0.929868562,0.580886505,12,1
0,0.018858439,0.094403324,16,0
0,0.08861387,0.12571857,11,0
0,0.056264791,0.260212575,5,3
0,0.010497376,0.000249938,1,2
0,0.055730709,0.78817734,24,1
0,0.250642796,0.491150442,5,1
0,0,0.370589524,9,0
0,0.921459407,0.712747482,8,0
0,0.433112824,0.619450997,17,1
0,0.612999226,308,1,0
0,0.072348385,0.01219878,4,0
0,0.288317832,0.084604033,8,0
0,0.289584101,0.545113722,22,2
1,0.9999999,0.049146189,3,0
0,0,0,2,0
0,0.207266263,0.226237972,5,1
0,0.00939513,1744,11,0
0,0.168745274,0.248408367,16,0
0,0.9999999,0.004163197,0,0
0,0.027051473,0.075493709,7,1
0,0,0.921220479,6,0
0,0.464399485,0.168366327,3,0
0,0,0.056591975,5,0
0,0.129693515,0.425595734,7,0
0,0.009607764,0.083436189,9,1
1,0.123953206,0.96992596,24,4
0,0.00141175,0.039797347,10,1
0,0.21439882,0.04835924,10,0
0,0.9999999,0,4,0
1,0.114582597,0.568368672,7,0
0,0.138076605,0.261372398,12,0
0,0.032092449,2448,11,0
0,0.05674818,0.856535866,10,0
0,0.354783411,487,8,0
0,0.078344305,0.529290429,11,1
0,0.9999999,1.115169288,2,0
0,0.587536101,0.435224254,10,3
0,0.017272146,1776,4,0
0,0,0.173375428,8,0
0,0,16,13,0
0,0.429076645,0.455773561,4,0
0,0.265655598,0.237817576,4,0
0,0.635565188,0.339445138,11,0
0,0.119207845,0.296159916,3,1
0,0.004636258,6,9,0
0,0.667020828,0.608450136,19,3
0,0.071471176,0.379172435,5,3
0,0.080017557,0.285464317,13,1
0,0.856053207,0.185616651,20,0
0,0.020921244,0.304663738,4,0
0,1.013746563,0.165619646,6,1
0,0.221174188,0.69878204,12,1
1,1.020756866,0.439538384,10,2
0,0.04363438,0.221050718,7,0
0,0.836832633,0.050189962,2,0
0,0.098231102,0.059169977,6,0
0,0.025898079,0.006959443,7,0
0,0,393,4,1
0,0.11138879,0.263903353,11,0
0,0.312915428,1007,6,1
0,0.422395579,1.362763916,14,0
0,0,0.552952202,4,1
0,0.9999999,0.276734694,6,0
0,0.013789948,0.016793283,5,0
0,0,0.235273117,4,0
0,0.047838794,201,3,0
1,0,925,3,0
0,0,0,2,0
0,0.455216763,0.907168038,5,1
0,0.446817718,0.258587071,12,2
0,0.059576266,0.073190241,4,2
0,0.482821973,0.26905703,7,0
0,0.042471042,0.005947553,13,1
0,0.022126987,0.005248688,3,0
0,0.057138322,0.169009684,6,0
0,0.148553569,0.625135428,18,0
1,0.801272342,0.486159487,8,1
0,0.016394252,0.280295353,6,0
0,0.463034407,0.269201636,5,0
0,0.046294577,0.257171957,13,1
0,0.039967044,0.202113606,10,2
0,0.027140919,0.003665445,2,1
1,0.015345635,0.031514998,21,3
0,0.004092517,18,4,0
1,0.9999999,0.204984232,2,1
0,0.099508616,0.512738462,14,0
0,0.9999999,0.00817934,2,0
0,0.218159131,2384,8,0
0,0.980203959,0.320707556,6,2
0,0,27,2,0
0,0.203334172,0.350108315,16,3
0,0.011211051,0.077900437,6,0
0,0.049426554,0.187116126,10,0
0,0.9999999,0.019988895,0,2
0,0.549341773,0.133621254,6,2
0,0.021734559,1471,12,0
0,0.069544812,0.670332417,7,2
0,0.129497194,0.397307102,21,1
0,0.207876108,0.106485464,5,1
0,0.047005747,0.183150863,12,0
0,0.307222054,888,8,1
0,0.20784972,0.35834478,4,4
0,0.00049106,2,3,0
0,0.013224669,0.003004808,3,0
0,0.244216172,0.745106206,6,0
0,0.855221695,0.151539069,6,0
0,0.50671726,0.640503517,17,0
0,0.002116499,0.182254545,5,0
0,0.319181411,1.264122646,11,3
0,0.10238573,0.514954742,9,3
0,0.12668872,0.217912835,9,0
0,0.081697277,3417,6,0
0,0.105797741,0.244977169,6,3
0,0.490748003,0.165367906,6,4
0,0.000222215,0.169517008,6,0
0,0.159942231,0.348914858,10,1
0,0.083797905,2168,11,0
1,1.046366936,0.645127342,7,2
0,0.304182734,0.307190679,10,0
0,0.026649334,0.008854613,5,0
0,0.379208177,0.332945827,7,1
0,0.038863814,0.010497376,4,0
0,0.20167579,0.350331788,6,3
1,0.98320224,0.611755298,7,0
0,0.024639786,0.267716535,9,2
0,0.000782541,0.528726062,5,0
0,0.113344333,0.081545064,8,2
0,0.044961122,0.011198208,4,0
0,0.183049785,0.057859881,11,1
0,0.9999999,0.07293595,1,0
0,0.86155976,0.116463737,4,1
0,0.026352288,0.317183609,10,2
0,0.807249353,1.351377953,7,0
0,0.169468356,5808,11,0
0,0.032599403,0.332050385,16,1
0,0.015912352,0.513281919,5,2
0,0.000857116,0.041204139,7,0
0,0.067909796,0.341904958,7,2
0,0.023745023,0.129020017,5,1
0,0.029370869,0.005624297,6,0
0,0.031124444,857,7,1
0,0.128930684,5174,10,1
0,0.01449855,0.271026938,10,3
0,0.062460962,3,3,0
0,0.682231777,0.536546675,6,0
0,0.735804585,6720,6,0
0,0.013317765,0.231096074,12,2
0,0.597505045,0.057944846,12,0
0,0.32345951,0.598743097,9,3
0,0.004962218,0.343869995,22,1
0,0.140722024,0.103252033,4,2
0,0.652222873,0.292569985,11,0
0,0.650034997,0.29494328,9,2
0,0.248722411,0.854271357,7,2
0,0.027759857,514,7,4
0,0.11729413,0.131391031,8,2
0,0.002786012,0.028663937,14,0
0,0.021711496,626,12,NA
0,0.957529964,0.217264082,4,0
0,0.000131824,0.043455313,9,2
0,0.247496295,0.457789105,11,2
0,0.301250236,0.146085817,19,1
0,0.784337179,0.487948637,13,0
0,0,56,2,0
0,0,0,7,0
0,0.066419083,0.733706517,9,0
0,0.820926189,0.550321925,6,2
0,0.180240439,0.186574328,6,0
0,0.002067591,709,4,0
0,0,0.100243559,10,1
0,0.895649944,917,10,NA
0,0.030147045,0.354464554,9,2
0,0.018231792,0.211747902,8,1
0,0.01678859,108,3,0
0,0.014462292,6852,18,0
1,0.036387859,0.706280788,22,2
0,0.113670623,0.623365757,9,0
0,0.009306009,3206,10,0
0,0.054871013,0.243517099,9,5
0,0.013563189,0.005175601,8,0
0,0.748327052,0.177137144,8,0
0,0.461884529,935,8,0
0,0.9999999,0.159107271,0,0
0,0.330990265,0.135818209,10,4
0,0.096601031,724,4,2
0,0.112876573,0.096527904,9,0
0,0.652423172,0.36890595,4,2
0,0.002447381,0.335748792,10,1
1,1.019350677,0.504165014,10,2
0,0.036089549,0.220804035,10,3
0,0.9999999,799,3,0
0,0.039654453,0.236587804,7,0
0,0.015841961,0.002666222,5,0
0,0,1,8,0
0,0.409015631,0.427966614,15,1
0,0.053835957,0.785404865,10,1
0,0.9999999,0.20607243,3,0
0,0.009330223,45,2,0
1,0.297746512,0.436284312,8,0
0,0.621969587,0.277517181,4,1
0,0.318947277,0.15137202,8,0
0,0.9999999,0.083364579,2,0
0,0.179753507,0.39375476,6,2
0,0.99735559,0.276840165,10,0
0,0,0,2,1
0,0.255127612,0.338932806,11,0
0,0.033025035,1083,9,1
0,0.915549026,0.486458333,9,0
0,0.923947157,0.364689843,5,4
0,0.005269744,0.077203965,19,0
0,0.469000729,0.207827453,6,1
0,0.083508417,0.149905745,8,2
0,0.9999999,107,5,0
0,0.359602184,701,5,0
0,0.031702581,0.146887275,9,1
0,0.033628804,0.459180273,9,0
0,0.016544156,1193,15,NA
0,0.971651417,0.053010517,5,0
0,0.658415978,1.402658789,11,0
0,0.28127187,1.022279349,25,0
0,0,5110,8,2
0,0.092782043,0.271483583,8,0
0,0.175913636,0.016325401,4,3
1,0.040564773,0.291714123,15,2
0,0.035121776,0.009690817,8,1
0,0.937062937,0.041983207,4,0
0,0.726609372,0.471305739,5,1
0,0.013758621,0.233421751,8,0
0,0.080465855,0.318059299,13,0
0,0.016630862,0.168292977,14,1
0,0.062123447,7327,18,NA
0,0.001249955,0.790043741,5,0
0,0.482847164,0.414185866,13,1
0,0.014299796,0.177414502,6,0
0,0.005411659,0.159442028,14,1
0,0.075492958,0.055662956,6,0
0,0.095559879,84,4,0
0,0.823466387,0.300223799,11,1
0,0.061205133,1172,9,5
0,0.9999999,0.412559842,3,0
0,0.008236875,0.003197807,5,0
0,0.172440488,0.211878812,5,0
0,0.9999999,1.520953164,4,0
0,0.156169909,0.299628678,9,1
0,0.103415329,0.264563512,10,3
0,0,0.248011519,7,0
0,0.865253898,0.012797441,2,0
1,0.603126754,0.64073727,11,1
0,0.0079996,4,2,0
0,0,0.317068293,12,4
0,0.731383989,0.993174061,16,2
0,0,6,4,0
0,0.061469865,0.284537839,13,4
0,0.348853205,403,3,0
0,0.361326983,0.415718718,7,0
0,0.7807361,0.411117776,7,1
0,0.124008663,0.24475426,22,1
0,0.191115555,1185,5,0
0,0.20134649,1636,6,0
0,0.019689884,491,7,0
